"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F328","Background Tasks","Edit task with Copilot","As a user, I want an ""Edit with Copilot"" affordance on a task, so that I can revise an existing task conversationally.","The sidebar footer surfaces an Edit-with-Copilot button (when onEditWithCopilot is provided) that hands the slug back to the chat pipeline.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2244; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2625","Tested","Pass (traced)","","",""
"F329","Background Tasks","Collapsible detail sidebar","As a user, I want to hide the task control sidebar, so that I can read the output full-width.","TaskDetail auto-collapses the sidebar on first open when output already exists, with PanelRightClose/Open toggles to hide/show details.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2321; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:2558","Tested","Pass (traced)","","",""
"F330","Background Tasks","Triggered-by provenance","As a user, I want each cloud run to show what triggered it, so that I can trace runs back to cron/window/event/retry/manual causes.","triggeredByLabel resolves a run's originating cloud sourceEvent (type/subject) or its trigger kind into a human label shown in the transcript header.","apps/x/apps/renderer/src/components/bg-tasks-view.tsx:142; apps/x/apps/renderer/src/components/bg-tasks-view.tsx:1921","Tested","Pass (traced)","","",""
"F331","Background Tasks","Desktop scheduler auto-fire","As a user, I want desktop tasks to fire automatically on schedule while the app is open, so that automations run without my intervention.","processScheduledTasks polls every 15s, evaluates due cron/window triggers against the last successful run, applies a backoff + in-flight guard, fires runBackgroundTask, and syncs remote triggers when authed.","apps/x/packages/core/src/background-tasks/scheduler.ts:21; apps/x/packages/core/src/background-tasks/scheduler.ts:119","Tested","Pass (traced)","","",""
"F332","Background Tasks","Task detail summary card","As a user, I want a summary card showing schedule, enabled state, run count, last run, next run, and last error, so that I can quickly assess a single agent's health.","BackgroundTaskDetail renders schedule description, an enabled/paused Switch (hidden for completed one-time agents), run statistics, next scheduled run, and last error block.","apps/x/apps/renderer/src/components/background-task-detail.tsx:49","Tested","Pass (traced)","","",""
"F333","Coding","code_agent_run tool (on-device coding agent)","As a user, I want Copilot to run a coding task with Claude Code or Codex in a project folder, so that real code work happens on my machine with full context.","The code_agent_run builtin takes agent/cwd/prompt, requires Code Mode enabled, resolves the effective agent from the composer chip, and drives CodeModeManager.runPrompt streaming events + permission asks, returning summary and changedFiles.","apps/x/packages/core/src/application/lib/builtin-tools.ts:840; apps/x/packages/core/src/application/lib/builtin-tools.ts:881","Tested","Pass (traced)","","",""
"F334","Coding","Coding run timeline UI","As a user, I want to watch the coding agent's messages, tool calls, plan, and file changes stream into the chat, so that I can follow what it's doing live.","CodingRunBlock renders a Tool card whose timeline reduces the ACP event stream (reduceEvents) into ordered text/tool/plan/permission rows, folding tool_call + tool_call_update by id.","apps/x/apps/renderer/src/components/coding-run.tsx:317; apps/x/apps/renderer/src/components/coding-run.tsx:46","Tested","Pass (traced)","","",""
"F335","Coding","File diff/change display","As a user, I want to see which files a tool call changed, so that I know what the agent edited.","Each tool row lists the diff file paths (basename, full path on hover) collected from tool_call_update diffs in the ACP stream.","apps/x/apps/renderer/src/components/coding-run.tsx:183; apps/x/packages/core/src/code-mode/acp/client.ts:49","Tested","Pass (traced)","","",""
"F336","Coding","Plan/todo display","As a user, I want to see the agent's plan and which steps are done/in-progress, so that I can track progress on a multi-step task.","A plan row renders the latest plan entries with status markers (completed/in_progress/pending) and strikes through completed items.","apps/x/apps/renderer/src/components/coding-run.tsx:199; apps/x/apps/renderer/src/components/coding-run.tsx:136","Tested","Pass (traced)","","",""
"F337","Coding","Tool-kind icons","As a user, I want each tool call shown with an icon for its kind, so that I can tell reads from edits, searches, and shell execs at a glance.","toolKindIcon maps read/edit/delete/search/execute/fetch kinds to distinct icons (execute uses a Terminal icon), with a running spinner vs done checkmark per status.","apps/x/apps/renderer/src/components/coding-run.tsx:117; apps/x/apps/renderer/src/components/coding-run.tsx:168","Tested","Pass (traced)","","",""
"F338","Coding","In-run permission card (approvals)","As a user, I want to approve or deny actions the coding agent requests mid-run, so that I stay in control of risky operations.","CodeRunPermissionRequest renders an inline card with Allow / Always allow (kind) / Deny; the broker blocks the coding turn until the user answers via the registry.","apps/x/apps/renderer/src/components/coding-run.tsx:249; apps/x/packages/core/src/code-mode/acp/permission-registry.ts:18","Tested","Pass (traced)","","",""
"F339","Coding","Permission decision resolution (IPC)","As a user, I want my Allow/Deny choice to immediately unblock the running agent, so that the coding turn proceeds or stops as I decide.","The renderer calls codeRun:resolvePermission {requestId,decision}, which resolves the pending entry in CodePermissionRegistry, releasing the broker's awaited decision.","apps/x/apps/renderer/src/App.tsx:3146; apps/x/apps/main/src/ipc.ts:850; apps/x/packages/core/src/code-mode/acp/permission-registry.ts:27","Verified","Issue found","E31","E31: Await the invoke first (re-show card / toast on failure) before clearing pendingCodePermission.","Verified — build green + adversarial code re-review"
"F340","Coding","Approval policy (ask / auto-approve-reads / yolo)","As a user, I want to choose how aggressively the agent's actions are auto-approved, so that I can trade safety for speed.","PermissionBroker applies the configured ApprovalPolicy: yolo auto-allows everything, auto-approve-reads auto-allows read/search/fetch/think kinds, ask prompts the user.","apps/x/packages/core/src/code-mode/acp/permission-broker.ts:84; apps/x/packages/shared/src/code-mode.ts:13","Tested","Pass (traced)","","",""
"F341","Coding","Per-session ""always allow"" memory","As a user, I want an ""Always allow"" choice to stick for the rest of the run, so that I'm not re-prompted for the same kind of action.","When the user picks allow_always the broker records the request's memory key (tool kind, else title) so subsequent matching asks auto-resolve.","apps/x/packages/core/src/code-mode/acp/permission-broker.ts:81; apps/x/packages/core/src/code-mode/acp/permission-broker.ts:45","Tested","Pass (traced)","","",""
"F342","Coding","Agent selection via composer chip","As a user, I want the active coding-agent chip to determine which agent runs, so that switching the chip deterministically switches agents regardless of the model's guess.","code_agent_run uses ctx.codeMode (the chip) as the authoritative agent over the model's agent argument, and the run block labels the card by the agent that actually ran.","apps/x/packages/core/src/application/lib/builtin-tools.ts:855; apps/x/apps/renderer/src/components/coding-run.tsx:312","Tested","Pass (traced)","","",""
"F343","Coding","Persistent per-chat ACP session (resume)","As a user, I want follow-up coding requests to keep full context across the chat and across app restarts, so that I don't re-explain prior work.","CodeModeManager pins one ACP session per chat run, persisting sessionId/agent/cwd to disk and resuming via session/load when the adapter supports it; otherwise it starts and stores a fresh session.","apps/x/packages/core/src/code-mode/acp/manager.ts:174; apps/x/packages/core/src/code-mode/acp/session-store.ts:25","Tested","Pass (traced)","","",""
"F344","Coding","Warm-connection reuse across turns","As a user, I want back-to-back coding turns to reuse a warm agent connection, so that edit/test/fix sequences don't cold-start each time.","The manager keeps an adapter connection warm for a 60s grace window after each turn, reusing it when agent+cwd match and tearing it down only when idle.","apps/x/packages/core/src/code-mode/acp/manager.ts:116; apps/x/packages/core/src/code-mode/acp/manager.ts:145","Verified","Issue found","E32","E32: Detect a dead/exited child and dispose+cold-start instead of reusing.","Verified — build green + adversarial code re-review"
"F345","Coding","Stop coding run (cancel + force-kill)","As a user, I want to stop a coding run reliably, so that a hung agent never locks the chat.","On abort the manager sends ACP session/cancel, and if the turn hasn't unwound within a 2s grace it force-kills the adapter and resolves the turn as cancelled.","apps/x/packages/core/src/code-mode/acp/manager.ts:77; apps/x/packages/core/src/application/lib/builtin-tools.ts:874","Tested","Pass (traced)","","",""
"F346","Coding","Code Mode enable/disable setting","As a user, I want to enable or disable Code Mode in settings, so that I control whether coding-agent runs are allowed.","codeMode:getConfig/setConfig persist {enabled,approvalPolicy} to code-mode.json; code_agent_run refuses to run when disabled and invalidates the Copilot instructions cache on change.","apps/x/apps/main/src/ipc.ts:954; apps/x/packages/core/src/code-mode/repo.ts:30","Tested","Pass (traced)","","",""
